item;alias;description;sessionuid;road;stretchs;pk;sentido
1299;SMT2-MAGDIF-SMF-AA-COR;SMT2-MAGDIF-SMF-AA-COR;SMT2-MAGDIF-SMF-AA-COR;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1300;STM2-MAGDIF-BF35;STM2-MAGDIF-BF35;STM2-MAGDIF-BF35;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1301;CAS-MAGDIF-BF39-A;CAS-MAGDIF-BF39-A;CAS-MAGDIF-BF39-A;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
1302;CAS-MAGDIF-MAN-ITS-1-A;CAS-MAGDIF-MAN-ITS-1-A;CAS-MAGDIF-MAN-ITS-1-A;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
1303;CAS-MAGDIF-MAN-ITS-1-B;CAS-MAGDIF-MAN-ITS-1-B;CAS-MAGDIF-MAN-ITS-1-B;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
1304;CAS-MAGDIF-BF25-B;CAS-MAGDIF-BF25-B;CAS-MAGDIF-BF25-B;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
1305;CAS-MAGDIF-BF29-B;CAS-MAGDIF-BF29-B;CAS-MAGDIF-BF29-B;AP7 - AUSOL II;CAS-TUNEL;147+505;CA
1306;COR-MAGDIF-ETD;COR-MAGDIF-ETD;COR-MAGDIF-ETD;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1307;COR-MAGDIF-VTA-ANE;COR-MAGDIF-VTA-ANE;COR-MAGDIF-VTA-ANE;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1308;EST-MAGDIF-PMV-18;EST-MAGDIF-PMV-18;EST-MAGDIF-PMV-18;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1309;EST-MAGDIF-PMV-22;EST-MAGDIF-PMV-22;EST-MAGDIF-PMV-22;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1310;EST-MAGDIF-ABENGOA;EST-MAGDIF-ABENGOA;EST-MAGDIF-ABENGOA;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1311;NG-MAGDIF-ANILLO;NG-MAGDIF-ANILLO;NG-MAGDIF-ANILLO;AP7 - AUSOL I;NG-TUNEL;166+317;MA
1312;RV-MAGDIF-FIBRA;RV-MAGDIF-FIBRA;RV-MAGDIF-FIBRA;AP7 - AUSOL I;RV-TUNEL;166+317;CA
1313;COR-MAGDIF-0-10-V;COR-MAGDIF-0-10-V;COR-MAGDIF-0-10-V;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1314;COR-MAGDIF-PMV-EST;COR-MAGDIF-PMV-EST;COR-MAGDIF-PMV-EST;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1315;MM-MAG-CSG-GAL;MM-MAG-CSG-GAL;MM-MAG-CSG-GAL;AP7 - AUSOL I;MM-TUNEL;166+317;CA
